0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.43,0.20406626,-0.5177258,0.8664397,0.0,-0.40217963,-0.26752856,-0.42402434,1.0195866,0.0,0.22935984,-0.19984937,0.23211552,0.49294406,0.08569832,-0.2581985,-0.020266974,0.8039687,-0.19986339
0.43,0.21033059,-0.4670309,0.8435569,0.0,-0.43,-0.31286955,-0.3291385,1.0479106,0.0,0.2610448,-0.23765646,0.25289953,0.4551976,0.20903328,-0.2840985,0.014233333,0.76089174,-0.15001519
0.43,0.20754182,-0.47621614,0.84766525,0.0,-0.41050673,-0.30544025,-0.38085732,1.0372,0.0,0.14064032,-0.28759393,0.22816196,0.43606716,0.17140643,-0.23756622,-0.028364392,0.7551604,-0.15633425
0.43,0.20992808,-0.48087278,0.84513575,0.0,-0.43,-0.3052134,-0.34070903,1.0589026,0.0,0.2395379,-0.23325229,0.24511527,0.471464,0.15741454,-0.26955366,0.017276822,0.7698828,-0.16809595
0.43,0.2157499,-0.4771654,0.8402421,0.0,-0.40258324,-0.2913714,-0.3958915,1.021012,0.0,0.23443374,-0.2288892,0.22616355,0.48134738,0.16771176,-0.27739576,0.018434897,0.76541823,-0.16355184
0.43,0.2177513,-0.47828633,0.84247756,0.0,-0.4293616,-0.2812688,-0.33340603,1.0605574,0.0,0.22977853,-0.23951268,0.23492457,0.4761619,0.1571873,-0.27356526,0.0173574,0.77015215,-0.1609699
0.43,0.2235534,-0.4749317,0.84764415,0.0,-0.40540984,-0.24568507,-0.39969638,1.0296735,0.0,0.22571263,-0.24485812,0.22665258,0.48533896,0.15801448,-0.2746461,0.015202187,0.7723013,-0.16119346
0.43,0.22392057,-0.4900156,0.8467428,0.0,-0.39312437,-0.28309545,-0.3977319,1.0301071,0.0,0.12931366,-0.2604824,0.18556814,0.44357434,0.16225928,-0.24168698,-0.032206237,0.75181484,-0.15910217
0.43,0.2228715,-0.49759334,0.8529699,0.0,-0.41346478,-0.2880046,-0.34646878,1.07278,0.0,0.22445637,-0.23519531,0.23220667,0.47713545,0.14893594,-0.26952446,0.017577998,0.77408755,-0.16781373
0.40464386,0.22538242,-0.57350796,0.8260984,0.0,-0.42080504,-0.2910308,-0.34056672,1.0639066,0.0,0.11518347,-0.29383528,0.2042986,0.4451428,0.15757318,-0.24192952,-0.027778516,0.7496151,-0.15333824
