0,1,2
-0.15594447,0.35575402,1.0532622
-0.1556381,0.35594016,1.0530512
-0.15556946,0.35609084,1.0530398
-0.15515119,0.35616642,1.0528492
-0.15458092,0.3565966,1.0527968
-0.15436602,0.356955,1.052774
-0.15406737,0.3572697,1.0527577
-0.15387687,0.35751814,1.0527143
-0.15337527,0.3579126,1.0528172
-0.15319043,0.35842276,1.0526578
-0.15249088,0.35877144,1.0526783
-0.15248144,0.35937208,1.0525738
-0.15211245,0.35967642,1.0525146
-0.1522617,0.3596966,1.0525594
-0.1522856,0.36003664,1.0526063
-0.1522206,0.36050633,1.0525702
-0.15193537,0.36080083,1.0524849
-0.15187956,0.36108902,1.052553
-0.151999,0.36131385,1.052552
-0.15184803,0.36142337,1.0525467
-0.15150586,0.36168313,1.05259
-0.15140373,0.36176103,1.0526093
-0.15139341,0.3619117,1.052625
-0.15097547,0.36189526,1.0526863
-0.15066782,0.36190742,1.0526224
-0.15034229,0.3616342,1.0527527
-0.14967608,0.36151296,1.0528636
-0.14933786,0.3616109,1.052968
-0.14885926,0.3614617,1.0530549
-0.14790922,0.3621995,1.0531516
-0.14679855,0.36249197,1.0533526
-0.14549777,0.36281806,1.0536535
-0.1449973,0.36338946,1.0535167
-0.14507696,0.36395398,1.0530747
-0.14615068,0.36404046,1.0531503
-0.14799725,0.36460522,1.0519667
-0.15072028,0.36481366,1.048034
-0.15473263,0.3649309,1.0393429
-0.15863106,0.36525157,1.0229111
-0.16169316,0.36635196,1.0004107
-0.16444322,0.36652547,0.9713619
-0.16575867,0.36806792,0.93808776
-0.16606572,0.37019438,0.90461004
-0.16667429,0.37078285,0.87451935
-0.16443917,0.37088156,0.85363734
-0.16004097,0.36860406,0.8456937
-0.15658277,0.3668329,0.8551245
-0.14917603,0.36455798,0.88215643
-0.13773057,0.3633269,0.9232486
-0.12566566,0.360366,0.9789872
-0.108211175,0.3576287,1.0480291
-0.08675344,0.35574502,1.127673
-0.062760875,0.35146227,1.2056243
-0.059983194,0.3459684,1.2593138
-0.07127701,0.34687755,1.3027679
-0.07413704,0.3477752,1.3356816
-0.07471437,0.3484772,1.3575968
-0.07533089,0.3487821,1.3718098
-0.08183879,0.34772313,1.3751459
-0.08237263,0.34679943,1.3633891
-0.07995524,0.34714252,1.3402776
-0.078855656,0.34370512,1.309042
-0.076182514,0.34040797,1.2670285
-0.073602766,0.3401196,1.2129806
-0.07376574,0.33747947,1.1478618
-0.07610381,0.33255273,1.0727545
-0.08233388,0.33298331,0.9991824
-0.09158777,0.3338598,0.96629983
-0.10040507,0.33310074,0.9670998
-0.10682834,0.33155042,0.978893
-0.11416807,0.33040762,1.0103183
-0.12325358,0.33028606,1.0408635
-0.13081011,0.32671168,1.0639384
-0.13910761,0.32437572,1.0744163
-0.15125641,0.32660034,1.0736972
-0.16410297,0.33043495,1.0662649
-0.1762929,0.33273605,1.0582576
-0.19149663,0.3344615,1.053729
-0.20443377,0.3370651,1.0525429
-0.21742797,0.3409043,1.051558
-0.23242325,0.34464794,1.0507656
-0.24976966,0.3471396,1.049007
-0.2689557,0.3499108,1.0455806
-0.28668573,0.35384953,1.043187
-0.3015176,0.35756147,1.0449312
-0.31137124,0.3607263,1.0503385
-0.3197415,0.36391628,1.0576342
-0.3276319,0.3634612,1.0632112
-0.33444235,0.36285108,1.0646367
-0.33983037,0.36398208,1.0629573
-0.34533432,0.36476043,1.0594624
-0.35080156,0.36477694,1.0570507
-0.35607204,0.36395827,1.0565598
-0.36123097,0.36341062,1.0545595
-0.36858138,0.3627344,1.0531881
-0.37743697,0.3621209,1.0515069
-0.38878173,0.36144105,1.0511452
-0.3979575,0.359585,1.0521839
-0.40666944,0.3577597,1.0527692
-0.4121985,0.3559181,1.0521336
-0.41575906,0.35365558,1.051453
-0.41581693,0.35388726,1.0520926
-0.41463232,0.35348427,1.053541
-0.41171524,0.3531736,1.0547422
-0.40644667,0.3531593,1.0551424
-0.3985304,0.35468966,1.0545267
-0.38871926,0.35581976,1.052957
-0.37644687,0.356637,1.0502118
-0.36214378,0.3583055,1.0479598
-0.34608832,0.3603,1.0443393
-0.3276088,0.3626614,1.0410174
-0.307242,0.3647789,1.0370398
-0.28453264,0.3682969,1.0328535
-0.2613662,0.37228313,1.0288082
-0.24019694,0.37672642,1.0289229
-0.22116795,0.37956688,1.0307055
-0.20274943,0.3841049,1.033265
-0.18543652,0.38773096,1.036598
-0.16977751,0.39101166,1.0390686
-0.15759963,0.39298773,1.0411849
-0.14629248,0.3949476,1.0431792
-0.13640133,0.39758962,1.0448763
-0.12745556,0.39990616,1.0459704
-0.118749104,0.40105546,1.047419
-0.11007543,0.4017148,1.0488675
-0.101098426,0.4017468,1.0495692
-0.09179417,0.40212923,1.0490779
-0.08353298,0.40185708,1.0484079
-0.07622331,0.40105915,1.0488833
-0.0676474,0.40034756,1.0499078
-0.061522033,0.39946398,1.0510079
-0.057602912,0.39840052,1.0522071
-0.05340034,0.39711103,1.0525227
-0.05039789,0.3957207,1.0516399
-0.045071147,0.3940629,1.0516218
-0.041730713,0.39248157,1.0519464
-0.040664107,0.3914497,1.0519198
-0.03890552,0.39044172,1.0522592
-0.0378482,0.38928837,1.0522788
-0.03629993,0.38846773,1.0520477
-0.035294127,0.38727325,1.0521585
-0.034337774,0.38634336,1.0522408
-0.033152748,0.38547522,1.0519651
-0.03236691,0.3845991,1.0519646
-0.03154471,0.38405412,1.0518285
-0.03024675,0.38332784,1.0516384
-0.029255517,0.38268793,1.0515906
-0.028637893,0.38174248,1.0515653
-0.028018521,0.38036963,1.0519255
-0.027109163,0.37971404,1.051782
-0.026471127,0.378289,1.0519994
-0.025680238,0.3775703,1.0520612
-0.025167597,0.37659475,1.0524218
-0.023736613,0.37623486,1.0522771
