0,1,2
0.040114257,0.094777465,1.041669
0.040222093,0.09460974,1.0415953
0.040360168,0.094445735,1.0415791
0.040480986,0.09427467,1.0415633
0.040572625,0.09411526,1.0415524
0.04064247,0.09398809,1.0415492
0.040697474,0.09391004,1.04155
0.040734466,0.093871415,1.0415611
0.040768653,0.09385198,1.0415766
0.040809676,0.09384358,1.0415827
0.04083859,0.09384772,1.0415851
0.04083976,0.0938569,1.0415897
0.04082085,0.09385443,1.0415978
0.040781688,0.09384093,1.041607
0.040717356,0.0938223,1.0416061
0.04063097,0.09379253,1.0415987
0.04052635,0.0937497,1.0415951
0.040402092,0.0936968,1.0415958
0.0402603,0.09363675,1.0415952
0.04011005,0.09357989,1.0415938
0.039956324,0.09353465,1.0415934
0.03978032,0.09353539,1.0416207
0.03958556,0.09350109,1.0416456
0.03937757,0.093446225,1.0416617
0.03916987,0.09336656,1.0416594
0.03896774,0.09327412,1.0416645
0.038771622,0.093180776,1.0416783
0.038576614,0.09308839,1.0416952
0.03838696,0.09297851,1.0417141
0.038199574,0.09283811,1.0417317
0.038021035,0.09266949,1.0417463
0.03787885,0.09250203,1.0417681
0.037803482,0.09243673,1.0418466
0.037805576,0.092462,1.0419667
0.037857257,0.09265295,1.0421724
0.037971094,0.092873275,1.0423399
0.0380801,0.09319726,1.0425795
0.038146883,0.09357226,1.0429914
0.038143314,0.093875885,1.0434325
0.037982162,0.09414545,1.0438529
0.037601113,0.09428531,1.0441895
0.036998365,0.094147384,1.0443863
0.03615437,0.09359932,1.0443712
0.034970853,0.092656076,1.0441549
0.0334126,0.09152618,1.0438253
0.031320848,0.09016749,1.0433435
0.0291631,0.088704795,1.042592
0.026663594,0.08728373,1.0416914
0.02369059,0.08604568,1.0404783
0.020244746,0.084765434,1.0387968
0.01631399,0.08375001,1.0369567
0.01187865,0.08274117,1.0353819
0.0073760124,0.08221409,1.0336914
0.0024474263,0.08149105,1.0329047
-0.0021631478,0.08123365,1.0321862
-0.006185309,0.080839574,1.0315688
-0.009444082,0.08003026,1.0313134
-0.011735059,0.0787667,1.0314527
-0.012881186,0.07702637,1.0317888
-0.012826234,0.07482988,1.0322028
-0.011668355,0.072205186,1.0326024
-0.009504432,0.0691219,1.0328484
-0.0064395634,0.065522194,1.0329131
